loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,fico_range_low,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_amnt,mort_acc,pub_rec_bankruptcies,fico_range_high,loan_status
LC102091,38614,36,26.57,699.48,B,E5,Director,7 years,MORTGAGE,35691,Source Verified,2021-05-31,home_improvement,IL,16.54,0,840,0,,5,0,2010,68.5,9,49521.15,6113.69,9344.16,1278.73,0,0,844,Fully Paid
LC102092,8946,60,26.68,807.67,D,C1,Technician,< 1 year,RENT,46832,Source Verified,2020-06-30,credit_card,NC,42.27,1,685,0,,27,0,35214,29.3,49,35442.92,27421.64,111.34,270.86,4,0,689,Fully Paid
LC102093,21409,36,21.69,240.91,C,B2,Teacher,6 years,MORTGAGE,50001,Not Verified,2023-05-31,credit_card,MI,11.72,0,770,2,,15,1,6993,21.8,41,37850.29,24065.28,238.58,1988.2,1,0,774,Charged Off
LC102094,12198,60,20.15,294.07,A,D2,Sales,10+ years,OTHER,93315,Not Verified,2020-12-31,vacation,AZ,42.31,0,775,0,,17,0,3942,51.3,8,36699.11,10594.46,10378.07,1471.1,0,0,779,Fully Paid
LC102095,31921,60,17.73,202.42,A,C4,Nurse,7 years,MORTGAGE,96414,Source Verified,2020-04-30,other,IL,16.53,1,785,0,53.0,6,0,3841,74.2,7,9267.04,39522.09,13289.39,695.99,3,0,789,Fully Paid
LC102096,23526,60,9.71,734.92,C,C5,Nurse,1 year,MORTGAGE,102812,Source Verified,2021-08-31,debt_consolidation,GA,28.13,0,835,0,45.0,21,0,10966,25.6,76,37986.44,33332.26,1715.79,609.67,3,0,839,Fully Paid
LC102097,25748,36,8.34,1092.65,A,E2,Sales,3 years,RENT,130719,Source Verified,2020-12-31,debt_consolidation,FL,19.19,1,660,1,11.0,6,0,1490,46.1,13,30879.0,33534.07,7305.8,1038.29,0,0,664,Fully Paid
LC102098,32118,36,16.67,1033.23,C,C3,Driver,n/a,RENT,292031,Not Verified,2022-09-30,vacation,TX,6.17,0,810,0,,19,0,47881,36.7,27,13768.94,38596.85,5734.31,763.44,2,0,814,Fully Paid
LC102099,16442,36,9.17,387.89,C,B4,Director,n/a,RENT,49157,Verified,2023-03-31,credit_card,NJ,37.27,2,795,3,,6,0,13786,95.4,25,24789.94,29855.82,14862.13,1812.83,4,0,799,Fully Paid
LC102100,36688,60,18.77,1196.62,D,D2,Analyst,5 years,OWN,59028,Source Verified,2023-05-31,debt_consolidation,VA,22.76,1,800,1,,20,0,10973,54.8,15,25958.72,15677.62,8964.81,1502.18,0,0,804,Fully Paid
LC102101,21788,60,20.35,174.76,B,B1,Director,3 years,MORTGAGE,44367,Source Verified,2022-09-30,credit_card,NC,13.29,0,810,3,,4,0,1385,44.4,63,12763.05,24812.48,9529.05,634.67,0,0,814,Charged Off
LC102102,7160,36,17.59,186.25,C,E5,Other,10+ years,RENT,47504,Verified,2023-03-31,debt_consolidation,MI,43.78,1,785,3,62.0,27,0,10592,22.8,36,36970.47,27996.26,1144.72,18.8,2,0,789,Fully Paid
LC102103,28140,36,6.34,1193.55,B,E4,Teacher,1 year,RENT,79397,Not Verified,2022-02-28,other,CA,6.82,0,755,0,,33,0,2241,86.8,42,41841.23,8922.95,1800.46,802.48,2,0,759,Fully Paid
LC102104,31937,36,6.83,364.85,D,C3,Driver,1 year,RENT,43164,Verified,2019-02-28,major_purchase,NJ,8.94,0,835,1,,12,0,33890,52.9,74,26973.77,32032.91,13616.65,319.43,4,0,839,Fully Paid
LC102105,13353,60,8.11,1000.12,B,B5,Driver,1 year,MORTGAGE,70828,Source Verified,2023-04-30,other,NY,39.7,0,695,0,,13,0,112418,54.5,45,34902.63,37109.8,12823.63,701.91,1,0,699,Fully Paid
LC102106,34429,60,9.03,42.44,C,C2,Engineer,1 year,RENT,66241,Not Verified,2023-04-30,home_improvement,NC,32.29,0,820,2,,24,2,18004,82.3,75,37637.04,8774.17,3472.69,682.19,2,0,824,Charged Off
LC102107,36339,60,28.27,158.23,E,C1,Driver,6 years,OWN,50075,Verified,2022-04-30,credit_card,GA,40.83,0,665,1,15.0,18,0,21098,47.6,47,9212.98,20929.58,1608.25,723.72,0,0,669,Charged Off
LC102108,11799,60,13.42,864.73,C,B3,Sales,8 years,MORTGAGE,31374,Not Verified,2022-08-31,debt_consolidation,OH,32.8,0,755,1,,28,0,11773,77.0,23,48681.65,10875.1,3544.31,622.92,1,0,759,Fully Paid
LC102109,39357,60,12.22,279.91,B,B5,Analyst,9 years,RENT,28439,Verified,2022-07-31,home_improvement,AZ,13.81,0,675,1,32.0,9,0,13079,91.6,46,18807.97,32580.65,5016.2,1844.8,3,0,679,Fully Paid
LC102110,6487,60,6.7,68.65,E,B2,Driver,n/a,RENT,146346,Verified,2019-05-31,credit_card,NJ,41.74,0,720,2,,2,0,3489,65.3,12,33979.35,24551.94,6678.8,209.72,2,0,724,Fully Paid
LC102111,8878,36,20.11,669.72,B,C4,Technician,8 years,MORTGAGE,70788,Verified,2023-03-31,medical,MA,11.64,0,680,2,,11,2,5858,73.2,65,33991.34,5632.35,8122.62,1780.57,2,0,684,Fully Paid
LC102112,8184,36,20.5,482.81,D,D2,Driver,5 years,MORTGAGE,9551,Not Verified,2019-04-30,debt_consolidation,NJ,16.2,0,770,0,,28,0,6806,76.6,70,23334.02,24018.51,13643.25,93.94,5,0,774,Fully Paid
LC102113,35865,60,9.54,1129.09,B,F4,Engineer,9 years,MORTGAGE,154513,Source Verified,2022-11-30,credit_card,MA,31.05,0,765,0,69.0,27,1,6656,40.2,46,1332.41,2131.65,3730.47,1222.29,1,0,769,Fully Paid
LC102114,26517,36,26.64,1151.8,B,B4,Director,2 years,RENT,112181,Verified,2020-09-30,debt_consolidation,OTHER,11.14,0,665,2,,28,0,17085,49.1,21,21438.35,28422.02,8994.01,1765.95,2,0,669,Charged Off
LC102115,6932,36,23.91,871.76,C,B2,Analyst,10+ years,MORTGAGE,39770,Verified,2019-02-28,debt_consolidation,GA,2.34,0,805,4,3.0,29,0,3474,77.4,24,21747.34,30414.09,1327.77,1299.41,2,0,809,Fully Paid
LC102116,18172,36,10.8,431.46,B,A1,Director,10+ years,MORTGAGE,23489,Not Verified,2021-06-30,other,FL,10.1,0,740,3,,21,3,2108,63.5,49,23917.73,31181.1,1134.58,204.6,0,0,744,Charged Off
LC102117,24996,36,16.67,662.43,E,F4,Director,n/a,OWN,16892,Not Verified,2018-07-31,debt_consolidation,OH,0.86,0,685,1,40.0,4,0,5971,61.4,34,35128.46,23583.04,6582.08,1448.49,3,0,689,Fully Paid
LC102118,4255,36,16.04,992.09,B,B4,Driver,6 years,RENT,60543,Verified,2020-12-31,debt_consolidation,NC,37.15,0,770,0,54.0,32,0,32457,19.1,34,27433.4,25276.26,10496.64,708.02,3,0,774,Fully Paid
LC102119,35414,36,13.52,124.95,A,E2,Engineer,10+ years,MORTGAGE,44877,Verified,2019-05-31,debt_consolidation,WA,3.92,0,780,0,,9,0,43688,76.9,51,41324.59,8711.9,8589.25,144.0,1,0,784,Fully Paid
LC102120,32340,36,24.31,485.52,B,E4,Driver,7 years,MORTGAGE,44896,Not Verified,2019-02-28,medical,AZ,42.97,0,785,3,67.0,27,0,15460,59.0,25,11229.1,1467.29,8738.77,325.86,0,0,789,Fully Paid
LC102121,20703,36,8.01,1156.65,D,A3,Teacher,n/a,RENT,96196,Source Verified,2019-12-31,debt_consolidation,AZ,41.89,0,835,0,,19,0,774,72.2,33,44176.63,2895.56,7275.59,346.37,1,0,839,Fully Paid
LC102122,38717,36,15.05,586.26,E,B5,Technician,8 years,RENT,62512,Not Verified,2020-03-31,moving,PA,0.3,0,660,3,,17,0,260,90.2,54,22369.8,19875.44,9814.31,1374.92,0,0,664,Charged Off
LC102123,17292,60,15.34,885.8,C,B2,Driver,3 years,MORTGAGE,88247,Source Verified,2023-06-30,home_improvement,TX,20.61,0,800,0,,10,0,15870,67.3,39,40357.78,19331.5,1266.72,154.46,0,1,804,Fully Paid
LC102124,39380,36,16.28,161.98,B,B3,Analyst,4 years,RENT,78983,Source Verified,2019-01-31,home_improvement,OH,31.52,0,745,0,,24,0,2077,55.4,39,26080.21,14671.32,317.42,405.36,0,0,749,Fully Paid
LC102125,27048,36,25.31,1094.55,C,C4,Nurse,< 1 year,OWN,9430,Not Verified,2019-08-31,small_business,MA,0.36,1,740,3,,17,0,6847,64.4,21,3224.36,13237.61,10361.14,141.41,1,0,744,Fully Paid
LC102126,25752,36,10.52,167.64,D,C4,Other,4 years,MORTGAGE,118614,Not Verified,2018-01-31,credit_card,FL,24.03,3,745,2,,15,0,10429,60.3,41,25856.1,33978.19,13148.61,669.87,0,0,749,Fully Paid
LC102127,7472,36,7.87,1210.29,B,D4,Sales,9 years,MORTGAGE,31235,Source Verified,2023-11-30,debt_consolidation,GA,12.68,0,725,2,81.0,33,2,25944,37.5,22,46294.22,37937.52,13752.33,17.33,1,0,729,Fully Paid
LC102128,35395,36,19.71,176.04,B,B5,Nurse,6 years,MORTGAGE,96500,Verified,2018-10-31,debt_consolidation,GA,24.28,0,780,0,,22,1,4639,76.5,32,43700.59,20361.32,7330.07,1886.69,2,0,784,Charged Off
LC102129,17672,60,9.5,1250.52,C,B1,Sales,10+ years,MORTGAGE,131167,Source Verified,2023-12-31,debt_consolidation,OH,28.06,0,825,2,,7,0,1332,2.0,10,17411.56,1341.57,1907.14,405.72,2,0,829,Fully Paid
LC102130,7327,60,7.22,528.36,E,C2,Nurse,n/a,MORTGAGE,105383,Not Verified,2020-09-30,credit_card,MA,44.52,0,680,0,4.0,10,0,8811,43.0,75,20808.81,12524.69,12752.83,1071.85,5,0,684,Charged Off
LC102131,1491,36,15.31,885.61,C,B3,Engineer,1 year,RENT,173449,Verified,2023-03-31,other,NC,6.6,0,670,0,,33,1,7339,0.0,8,15103.67,35499.06,1993.39,148.53,2,0,674,Fully Paid
LC102132,22830,36,10.55,1189.77,B,C1,Technician,10+ years,OWN,40341,Not Verified,2021-12-31,debt_consolidation,NY,9.52,0,670,0,,32,0,717,88.1,33,14939.97,32078.54,13087.27,1510.91,0,0,674,Fully Paid
LC102133,21568,36,13.81,44.03,A,B2,Director,4 years,MORTGAGE,140836,Not Verified,2019-12-31,car,NC,21.95,0,740,4,,10,0,2937,62.1,16,11456.78,33540.14,6079.6,634.01,1,0,744,Fully Paid
LC102134,29054,60,11.47,394.0,A,B4,Nurse,8 years,MORTGAGE,194885,Source Verified,2020-07-31,debt_consolidation,MI,11.75,0,765,2,5.0,29,0,25005,46.9,12,36758.82,16934.3,2423.89,1726.69,3,0,769,Charged Off
LC102135,35720,60,7.63,1274.42,F,D4,Sales,n/a,RENT,111143,Verified,2018-07-31,medical,CA,24.04,0,775,0,,16,0,50040,36.2,44,11541.93,20289.54,11024.82,1883.16,0,0,779,Fully Paid
LC102136,4096,36,18.39,561.8,D,D3,Sales,2 years,MORTGAGE,41100,Not Verified,2019-03-31,small_business,PA,41.11,0,740,1,32.0,14,0,8707,59.3,78,17069.29,13477.48,1273.47,1853.93,3,0,744,Charged Off
LC102137,29528,36,6.12,997.74,D,B1,Teacher,1 year,RENT,36003,Source Verified,2021-07-31,debt_consolidation,MI,43.29,0,770,0,79.0,32,0,7799,89.7,79,8406.54,34497.3,9695.13,1551.25,2,0,774,Fully Paid
LC102138,8309,60,27.73,221.82,C,C4,Driver,4 years,OWN,40601,Not Verified,2018-01-31,credit_card,NY,12.24,1,810,0,,11,0,7225,65.2,29,1109.43,31030.55,12130.33,631.16,0,0,814,Fully Paid
LC102139,34468,60,13.35,959.37,D,B5,Nurse,10+ years,RENT,52418,Not Verified,2022-01-31,major_purchase,VA,35.96,0,745,0,18.0,10,0,21278,33.0,49,17627.74,15558.56,357.46,362.04,3,0,749,Fully Paid
LC102140,32943,36,21.49,130.23,B,A2,Analyst,8 years,MORTGAGE,93781,Verified,2023-08-31,major_purchase,WA,43.58,0,760,4,,7,0,5762,35.1,35,35456.46,2104.35,13673.08,764.43,7,0,764,Fully Paid
LC102141,22090,60,24.14,1012.74,C,C3,Driver,9 years,MORTGAGE,54193,Not Verified,2018-09-30,debt_consolidation,VA,15.47,0,805,0,74.0,20,0,6826,58.0,74,17853.05,5863.76,7714.15,1830.77,0,0,809,Fully Paid
LC102142,28699,36,11.92,473.61,D,B5,Sales,3 years,MORTGAGE,101178,Verified,2021-12-31,moving,AZ,38.13,0,845,1,20.0,14,3,12984,92.0,30,23632.86,23767.89,190.05,406.64,2,0,849,Fully Paid
LC102143,13259,36,22.72,668.21,A,B3,Engineer,< 1 year,MORTGAGE,103755,Not Verified,2023-06-30,debt_consolidation,OH,12.08,0,735,1,48.0,26,0,59123,19.3,39,35890.97,30061.89,6112.39,1966.01,1,0,739,Fully Paid
LC102144,19375,60,24.65,257.78,B,A2,Driver,5 years,MORTGAGE,124958,Not Verified,2022-10-31,small_business,PA,14.05,1,730,0,,19,0,65876,75.1,6,1443.89,37984.01,9622.51,490.49,0,0,734,Fully Paid
LC102145,33043,36,11.05,890.15,A,D1,Technician,8 years,MORTGAGE,21790,Source Verified,2018-02-28,credit_card,MI,33.08,2,770,0,,3,0,5012,77.0,17,44914.42,32635.05,6348.62,179.35,0,0,774,Fully Paid
LC102146,18911,60,28.33,492.47,B,B5,Director,3 years,OTHER,38395,Not Verified,2022-11-30,major_purchase,AZ,28.23,0,720,0,5.0,24,0,15238,65.5,15,27700.26,27733.66,13270.25,1762.48,0,0,724,Fully Paid
LC102147,14954,36,5.98,555.22,D,E4,Teacher,8 years,RENT,24761,Not Verified,2022-10-31,small_business,GA,28.01,0,845,0,,5,1,10289,100.0,33,24388.27,37660.35,2756.5,677.72,0,2,849,Fully Paid
LC102148,20274,36,10.49,923.5,B,B3,Nurse,10+ years,MORTGAGE,131047,Not Verified,2023-07-31,credit_card,VA,17.34,2,780,0,,32,0,1531,42.4,27,42936.66,22681.4,3101.63,1842.82,0,0,784,Fully Paid
LC102149,33301,36,23.44,275.04,D,B1,Other,6 years,RENT,42538,Not Verified,2023-12-31,home_improvement,MA,30.15,0,790,0,83.0,12,1,780,49.3,55,38451.89,8141.5,5616.5,559.2,0,0,794,Charged Off
LC102150,14073,36,9.97,1197.25,D,E2,Nurse,< 1 year,OWN,13837,Not Verified,2021-08-31,vacation,WA,26.25,1,805,0,46.0,10,0,6043,40.6,68,39711.76,7924.32,7879.09,583.93,0,2,809,Fully Paid
LC102151,7776,36,21.56,1042.82,D,C4,Analyst,5 years,RENT,81520,Verified,2022-07-31,debt_consolidation,MA,2.48,0,685,0,78.0,23,1,1208,67.1,13,13649.86,21585.65,2863.17,132.25,1,0,689,Charged Off
LC102152,28768,60,25.18,821.49,E,A3,Analyst,1 year,MORTGAGE,26324,Verified,2019-09-30,debt_consolidation,TX,33.65,2,820,0,,32,0,984,52.0,50,33514.78,34049.74,14041.33,1464.15,1,0,824,Fully Paid
LC102153,33213,36,27.56,205.82,C,C1,Director,7 years,MORTGAGE,29285,Not Verified,2021-05-31,home_improvement,MA,17.81,0,740,3,,17,0,15162,31.1,27,32678.37,27808.62,8239.64,1242.64,1,0,744,Fully Paid
LC102154,4924,60,16.41,971.34,B,B2,Manager,6 years,MORTGAGE,26833,Not Verified,2021-03-31,home_improvement,OH,26.45,4,770,3,26.0,18,0,15825,32.4,76,44873.86,26427.2,8075.53,367.64,2,0,774,Fully Paid
LC102155,10355,36,27.84,54.8,B,D1,Teacher,6 years,OTHER,38304,Source Verified,2019-03-31,debt_consolidation,CA,9.71,0,685,0,2.0,6,0,4036,70.5,59,17737.48,3190.72,3651.58,1625.11,2,0,689,Fully Paid
LC102156,6536,60,14.97,1132.02,C,A2,Technician,3 years,MORTGAGE,81111,Verified,2023-07-31,credit_card,WA,33.03,0,750,5,,5,0,4070,76.2,32,38184.26,25882.93,11689.22,604.52,0,2,754,Fully Paid
LC102157,14569,36,10.52,446.2,A,E4,Nurse,< 1 year,MORTGAGE,100950,Verified,2020-04-30,credit_card,WA,36.03,0,785,0,,14,0,19781,100.0,69,40383.59,6600.61,3713.34,778.56,0,0,789,Fully Paid
LC102158,18563,36,17.32,190.58,E,C5,Sales,6 years,MORTGAGE,63065,Not Verified,2020-08-31,debt_consolidation,NC,38.26,0,800,1,82.0,2,0,5967,49.4,77,48546.95,34777.1,13078.26,626.39,0,0,804,Charged Off
LC102159,30204,36,20.45,255.35,C,D3,Driver,4 years,RENT,195845,Verified,2018-04-30,debt_consolidation,CA,23.39,0,715,0,,26,0,34640,92.3,36,20293.39,639.31,11683.23,1822.61,2,0,719,Fully Paid
LC102160,26394,36,16.03,1349.49,E,D5,Teacher,4 years,OWN,50640,Not Verified,2022-06-30,debt_consolidation,PA,42.74,2,715,1,80.0,30,0,40095,79.4,19,25468.12,19317.44,13785.89,228.1,0,0,719,Charged Off
LC102161,25216,36,18.54,1090.15,D,B4,Technician,8 years,MORTGAGE,25357,Not Verified,2018-12-31,credit_card,CA,34.52,0,690,3,48.0,10,0,12132,73.6,76,43582.65,12137.36,4463.46,125.48,1,0,694,Fully Paid
LC102162,14742,36,15.08,355.88,E,E5,Engineer,2 years,MORTGAGE,79318,Verified,2018-06-30,credit_card,OTHER,19.37,0,740,0,38.0,30,0,9272,72.6,13,9187.27,36329.5,13778.69,1687.73,3,0,744,Fully Paid
LC102163,33816,60,17.57,1349.95,E,B3,Driver,4 years,MORTGAGE,91747,Not Verified,2020-01-31,debt_consolidation,OTHER,36.82,0,820,0,39.0,24,0,35893,66.7,45,42714.38,31466.77,10898.36,310.31,1,0,824,Fully Paid
LC102164,19380,60,27.41,221.96,A,B4,Manager,9 years,RENT,136959,Not Verified,2021-08-31,debt_consolidation,TX,11.43,0,750,0,,25,1,5730,14.0,45,41646.79,22099.75,4035.78,1980.15,4,0,754,Charged Off
LC102165,39185,60,17.0,1034.93,D,C3,Other,10+ years,MORTGAGE,65192,Not Verified,2022-10-31,vacation,FL,11.41,0,840,0,22.0,3,1,8083,38.0,7,49809.6,17149.9,3128.03,1393.69,0,0,844,Fully Paid
LC102166,25731,36,11.32,929.73,B,G5,Engineer,1 year,RENT,137146,Source Verified,2022-08-31,home_improvement,NY,14.22,0,705,2,16.0,25,0,964,98.0,21,39212.98,19739.22,6974.11,864.87,1,0,709,Fully Paid
LC102167,5924,60,22.95,1155.42,G,B1,Driver,10+ years,MORTGAGE,51869,Not Verified,2023-06-30,debt_consolidation,AZ,10.78,0,695,5,14.0,24,0,74388,77.1,46,17998.16,31513.38,13218.4,984.62,0,0,699,Charged Off
LC102168,27370,60,13.26,552.93,D,F1,Technician,4 years,RENT,20670,Not Verified,2021-10-31,moving,OH,16.13,0,750,1,23.0,26,0,2692,22.9,48,41184.75,32220.36,8517.55,1010.36,1,0,754,Charged Off
LC102169,13679,36,24.27,580.51,A,C3,Other,4 years,MORTGAGE,77858,Source Verified,2022-11-30,debt_consolidation,VA,27.24,0,680,2,66.0,29,1,12090,61.9,65,41555.16,12285.03,1761.24,1002.05,1,0,684,Fully Paid
LC102170,27766,36,6.81,885.66,E,D1,Technician,1 year,OWN,150769,Not Verified,2018-06-30,credit_card,VA,12.35,0,760,1,,7,0,1432,29.9,64,23566.4,32837.96,9131.77,1102.16,1,0,764,Fully Paid
LC102171,3716,36,13.14,575.54,B,C3,Engineer,8 years,RENT,98801,Not Verified,2020-07-31,debt_consolidation,WA,32.16,1,735,0,58.0,27,0,84165,55.5,75,42764.37,804.18,13459.31,964.24,2,0,739,Fully Paid
LC102172,7820,36,7.67,86.65,C,B5,Analyst,2 years,MORTGAGE,116443,Not Verified,2020-01-31,credit_card,NC,27.21,0,695,0,62.0,29,0,22558,89.0,28,36724.14,24152.11,10875.35,1271.09,2,0,699,Fully Paid
LC102173,34373,36,7.46,1029.7,C,E2,Technician,n/a,RENT,104533,Not Verified,2021-03-31,small_business,AZ,31.37,0,780,2,,24,0,4687,24.5,51,9701.29,3987.12,7583.32,776.88,0,0,784,Fully Paid
LC102174,9860,36,20.64,908.1,E,A4,Other,< 1 year,RENT,94116,Not Verified,2022-10-31,debt_consolidation,TX,20.97,1,670,2,75.0,28,0,2562,49.8,38,25426.23,22448.24,11758.57,1283.08,1,0,674,Charged Off
LC102175,33644,36,14.36,610.49,E,D5,Director,10+ years,RENT,77490,Source Verified,2023-10-31,car,NC,41.7,1,660,1,,34,0,27558,36.8,69,5359.68,15692.26,6367.76,768.14,1,1,664,Fully Paid
LC102176,11891,36,25.54,444.88,C,D2,Sales,3 years,MORTGAGE,27419,Not Verified,2019-10-31,debt_consolidation,PA,16.06,1,675,0,57.0,12,0,23497,4.6,50,1187.08,33382.43,9201.16,19.26,3,0,679,Fully Paid
LC102177,26072,36,17.38,469.39,B,D5,Analyst,3 years,MORTGAGE,21788,Verified,2023-11-30,other,PA,29.6,1,675,0,27.0,17,0,7536,34.0,37,23051.52,3124.99,9795.7,1192.48,1,0,679,Charged Off
LC102178,28071,60,12.29,1045.21,B,C2,Driver,4 years,MORTGAGE,71426,Source Verified,2021-03-31,major_purchase,OTHER,24.0,0,775,1,,32,0,6279,62.8,11,21918.2,29533.98,4661.74,1725.09,2,0,779,Fully Paid
LC102179,20993,60,22.08,1028.95,B,B3,Driver,2 years,MORTGAGE,27607,Verified,2022-04-30,car,NC,41.71,0,720,0,,2,0,468,60.9,15,38655.9,4260.29,11883.63,1756.96,0,0,724,Fully Paid
LC102180,12907,60,19.85,1151.92,B,C4,Analyst,7 years,MORTGAGE,42812,Verified,2019-11-30,debt_consolidation,FL,21.59,0,845,1,,25,0,59748,45.4,12,21269.28,22819.67,11788.88,287.9,0,0,849,Fully Paid
LC102181,9293,36,23.89,1074.19,C,C3,Engineer,6 years,RENT,86449,Source Verified,2021-06-30,debt_consolidation,FL,44.47,1,780,0,,5,0,26024,0.0,76,39192.24,23969.37,9583.86,318.89,2,0,784,Fully Paid
LC102182,2294,36,20.3,1068.38,C,E4,Other,< 1 year,RENT,70811,Not Verified,2021-03-31,home_improvement,PA,12.92,0,695,0,63.0,31,1,2152,100.0,5,31417.52,38508.96,13735.28,1051.89,2,0,699,Fully Paid
LC102183,12853,36,9.34,374.93,D,B2,Teacher,< 1 year,OWN,31418,Source Verified,2019-12-31,home_improvement,FL,38.25,0,840,3,3.0,31,1,3050,20.6,17,862.28,20061.16,7848.23,1368.05,2,0,844,Charged Off
LC102184,26473,36,20.92,169.21,A,C1,Director,7 years,MORTGAGE,127390,Verified,2019-08-31,home_improvement,NC,44.38,0,740,0,,33,0,582,46.6,78,19275.62,9372.86,11379.24,1809.22,0,0,744,Fully Paid
LC102185,37593,36,14.51,1073.6,B,B1,Manager,4 years,OWN,87120,Source Verified,2019-06-30,small_business,NY,6.62,0,680,1,35.0,14,2,5435,45.2,48,45117.29,21436.67,6042.12,1965.54,0,0,684,Fully Paid
LC102186,34976,36,16.15,165.11,B,C1,Other,1 year,RENT,16688,Source Verified,2021-04-30,debt_consolidation,OTHER,16.18,0,840,0,8.0,34,3,76723,23.2,42,4453.03,39641.09,10029.42,1080.74,3,0,844,Fully Paid
LC102187,30876,60,26.7,1375.49,C,B1,Other,n/a,MORTGAGE,127829,Not Verified,2018-08-31,debt_consolidation,IL,31.78,2,685,1,66.0,11,0,69075,55.1,36,23588.95,6629.09,378.1,1125.63,1,0,689,Fully Paid
LC102188,31749,36,13.78,1228.87,C,B5,Engineer,7 years,MORTGAGE,54565,Not Verified,2022-05-31,debt_consolidation,NJ,40.31,0,715,4,,16,0,15200,52.9,10,16800.47,25912.25,12182.61,600.81,3,0,719,Fully Paid
LC102189,26934,36,19.58,760.84,C,D5,Driver,7 years,MORTGAGE,29956,Verified,2018-11-30,home_improvement,TX,33.57,0,665,1,,7,0,90207,80.2,29,21308.03,500.63,8499.34,329.04,3,0,669,Fully Paid
LC102190,11151,36,13.86,512.49,B,C1,Technician,6 years,MORTGAGE,108649,Not Verified,2022-12-31,home_improvement,CA,4.91,0,705,1,56.0,33,0,8864,74.1,44,43682.58,33294.94,10992.64,224.11,3,0,709,Fully Paid
LC102191,36380,36,7.68,751.77,D,C3,Manager,6 years,RENT,84547,Source Verified,2018-08-31,debt_consolidation,VA,24.81,2,790,2,,24,0,12638,53.8,21,25889.72,21725.22,11189.41,238.63,0,0,794,Fully Paid
LC102192,27158,36,15.93,1035.99,C,E2,Engineer,9 years,RENT,31613,Not Verified,2018-01-31,debt_consolidation,MI,15.9,0,840,0,27.0,5,0,3477,72.2,72,18260.99,22594.03,9233.39,932.27,1,0,844,Fully Paid
LC102193,22857,36,19.23,1066.17,B,B1,Other,1 year,MORTGAGE,94789,Not Verified,2021-04-30,debt_consolidation,TX,4.64,0,685,0,21.0,8,0,10159,37.7,51,4295.38,12514.84,267.18,400.49,1,0,689,Fully Paid
LC102194,5328,36,14.87,130.92,C,B3,Sales,9 years,MORTGAGE,79067,Source Verified,2023-11-30,debt_consolidation,PA,30.06,0,815,4,81.0,21,0,5512,59.2,26,25678.05,1612.6,12597.07,911.5,1,0,819,Fully Paid
LC102195,18435,36,14.49,1132.65,C,B3,Teacher,3 years,RENT,86836,Verified,2023-10-31,medical,OH,17.42,0,750,0,55.0,29,0,8715,76.4,57,6313.71,21182.27,7455.11,1606.92,1,0,754,Fully Paid
LC102196,18953,36,24.37,908.85,A,C3,Technician,8 years,RENT,60944,Verified,2021-05-31,medical,OH,0.01,0,740,1,72.0,34,0,12240,18.1,33,22761.34,31942.97,10375.36,51.77,0,0,744,Fully Paid
LC102197,34717,36,6.18,85.59,B,C5,Teacher,10+ years,MORTGAGE,24461,Source Verified,2021-09-30,credit_card,PA,7.21,0,845,0,,5,0,2842,82.4,64,25019.44,4787.5,13476.79,1330.33,3,0,849,Fully Paid
LC102198,22319,36,12.3,459.03,B,C4,Nurse,10+ years,MORTGAGE,67125,Verified,2019-01-31,home_improvement,OH,40.59,0,695,0,,6,0,28808,38.8,21,35131.29,34022.67,8526.67,540.76,1,0,699,Fully Paid
LC102199,15835,60,24.17,729.58,B,C5,Technician,8 years,RENT,78859,Verified,2022-02-28,major_purchase,GA,37.73,0,680,1,32.0,22,0,3555,23.0,37,24337.02,13065.93,4932.76,1603.48,2,0,684,Fully Paid
LC102200,39095,36,26.67,288.18,B,C1,Analyst,1 year,RENT,50972,Not Verified,2020-02-29,debt_consolidation,WA,42.18,0,800,0,,30,2,1716,41.1,52,22852.71,7171.15,13975.49,1568.11,6,0,804,Fully Paid
LC102201,5318,60,14.98,242.68,B,D1,Driver,9 years,MORTGAGE,78327,Source Verified,2020-06-30,major_purchase,PA,21.14,0,665,4,80.0,23,0,59073,93.5,11,21968.87,32050.63,9321.14,1229.99,3,0,669,Fully Paid
LC102202,17479,36,25.94,49.57,B,C1,Director,1 year,MORTGAGE,46677,Verified,2019-03-31,credit_card,OH,30.96,0,785,2,,20,0,4578,32.6,26,33675.27,23101.83,2320.09,1274.68,4,0,789,Fully Paid
LC102203,2638,36,10.08,1278.82,E,E2,Sales,1 year,MORTGAGE,77188,Verified,2023-01-31,car,VA,24.87,0,795,2,,17,1,34294,46.1,61,18708.45,23951.67,3895.31,1583.21,1,0,799,Charged Off
LC102204,29856,36,10.59,106.87,B,A2,Sales,4 years,OWN,89901,Not Verified,2021-10-31,debt_consolidation,MA,24.25,0,700,0,,20,0,25555,37.7,32,40766.22,37360.17,3807.58,129.63,1,0,704,Fully Paid
LC102205,36804,36,24.96,531.44,B,A4,Nurse,7 years,MORTGAGE,120120,Not Verified,2022-11-30,credit_card,OH,12.49,0,760,1,,19,0,11581,45.7,58,19853.39,37095.73,11835.13,611.82,5,0,764,Charged Off
